Name,INJ_1,INJ_2,INJ_3,INJ_4,INJ_5,INJ_6,INJ_7,INJ_8,INJ_9,INJ_10,INJ_11,INJ_12,INJ_13,INJ_14,INJ_15,INJ_16,Team,Year
Nate Burleson,0,0,0,1,1,1,1,1,1,1,0,0,0,0,0,0,Lions,2014
Reggie Bush,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,Lions,2014
Don Carey,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,Lions,2014
Louis Delmas,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Lions,2014
Dorin Dickerson,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,Lions,2014
Patrick Edwards,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,Lions,2014
Nick Fairley,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Lions,2014
Andre Fluellen,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Lions,2014
Jason Fox,0,1,1,1,0,1,1,0,0,0,0,0,0,0,0,0,Lions,2014
Dylan Gandy,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,Lions,2014
Jonte Green,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,Lions,2014
Chris Greenwood,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Lions,2014
Cory Greenwood,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,Lions,2014
Corey Hilliard,0,0,0,0,0,0,0,1,1,1,0,1,0,0,0,0,Lions,2014
Chris Houston,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,Lions,2014
Israel Idonije,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,Lions,2014
Calvin Johnson,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,Lions,2014
Jason Jones,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,Lions,2014
DeAndre Levy,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Lions,2014
Travis Lewis,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Lions,2014
Sam Martin,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Lions,2014
Rashean Mathis,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,Lions,2014
Montell Owens,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,Lions,2014
Ashlee Palmer,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Lions,2014
Brandon Pettigrew,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,Lions,2014
Glover Quin,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Lions,2014
Riley Reiff,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Lions,2014
Theo Riddick,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,Lions,2014
Tony Scheffler,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,Lions,2014
Rob Sims,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Lions,2014
Darius Slay,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,Lions,2014
Ndamukong Suh,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Lions,2014
LaAdrian Waddle,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,Lions,2014
Larry Warford,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Lions,2014
John Wendling,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Lions,2014
Michael Williams,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,Lions,2014
Daniel Adongo,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,Colts,2014
Dwayne Allen,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,Colts,2014
Justin Anderson,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,Colts,2014
Pat Angerer,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,Colts,2014
Vick Ballard,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,Colts,2014
Antoine Bethea,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Colts,2014
Ahmad Bradshaw,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,Colts,2014
LaVon Brazill,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,Colts,2014
Donald Brown,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Colts,2014
Sergio Brown,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,Colts,2014
Darius Butler,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Colts,2014
Anthony Castonzo,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Colts,2014
Josh Chapman,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,Colts,2014
Kavell Conner,1,1,0,0,0,0,0,0,0,0,1,1,1,0,0,0,Colts,2014
Vontae Davis,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Colts,2014
Coby Fleener,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Colts,2014
Jerrell Freeman,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Colts,2014
Josh Gordy,0,0,0,0,0,0,0,1,1,1,0,1,0,0,0,0,Colts,2014
Mario Harvey,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,Colts,2014
Stanley Havili,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,Colts,2014
Dan Herron,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,Colts,2014
Darrius Heyward-Bey,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Colts,2014
Justin Hickman,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,Colts,2014
T.Y. Hilton,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Colts,2014
Delano Howell,0,0,0,0,0,0,0,1,1,1,0,1,1,1,1,1,Colts,2014
Montori Hughes,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,Colts,2014
Ricky Jean-Francois,0,0,0,1,1,0,0,0,0,0,0,0,1,1,1,1,Colts,2014
Cam Johnson,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,Colts,2014
LaRon Landry,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,Colts,2014
Joe Lefeged,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Colts,2014
Jeff Linkenbach,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,Colts,2014
Robert Mathis,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Colts,2014
Mike McGlynn,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,Colts,2014
Fili Moala,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Colts,2014
Dan Moore,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,Colts,2014
Chris Rainey,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,Colts,2014
Cory Redding,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,Colts,2014
David Reed,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,Colts,2014
Joe Reitz,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,Colts,2014
Trent Richardson,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Colts,2014
Samson Satele,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,Colts,2014
Kelvin Sheppard,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Colts,2014
Lawrence Sidbury,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,Colts,2014
Quinton Spears,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,Colts,2014
Donald Thomas,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,Colts,2014
Hugh Thornton,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,Colts,2014
Greg Toler,0,0,0,0,0,0,0,1,1,1,1,1,1,1,0,0,Colts,2014
Erik Walden,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Colts,2014
Reggie Wayne,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,Colts,2014
Bjoern Werner,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,Colts,2014
Russell Allen,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,Jaguars,2014
Tyson Alualu,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Jaguars,2014
Alan Ball,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,Jaguars,2014
Justin Blackmon,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Jaguars,2014
Will Blackmon,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,Jaguars,2014
Cameron Bradfield,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Jaguars,2014
Andre Branch,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Jaguars,2014
Mike Brewster,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,Jaguars,2014
Mike Brown,0,1,1,1,1,0,0,0,0,0,1,0,0,0,0,0,Jaguars,2014
Stephen Burton,0,0,0,1,1,1,1,1,0,1,1,1,1,1,1,1,Jaguars,2014
Jonathan Cyprien,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,Jaguars,2014
Brandon Deaderick,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,Jaguars,2014
Jeremy Ebert,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,Jaguars,2014
Josh Evans,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,Jaguars,2014
Justin Forsett,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,Jaguars,2014
Blaine Gabbert,0,1,1,0,0,1,1,1,0,0,0,0,0,0,0,0,Jaguars,2014
Dwayne Gratz,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,Jaguars,2014
Winston Guy,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Jaguars,2014
Jeremy Harris,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,Jaguars,2014
Mike Harris,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Jaguars,2014
Geno Hayes,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,Jaguars,2014
Luke Joeckel,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,Jaguars,2014
Abry Jones,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,Jaguars,2014
Maurice Jones-Drew,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,Jaguars,2014
Marcedes Lewis,1,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,Jaguars,2014
Dwight Lowery,0,0,0,1,1,1,1,1,0,0,0,0,0,0,0,0,Jaguars,2014
Sen'Derrick Marks,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Jaguars,2014
Stephane Milhim,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,Jaguars,2014
Jordan Miller,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Jaguars,2014
Roy Miller,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,Jaguars,2014
Jeremy Mincey,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,Jaguars,2014
Danny Noble,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Jaguars,2014
Uche Nwaneri,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Jaguars,2014
Austin Pasztor,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Jaguars,2014
Paul Posluszny,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,Jaguars,2014
Taylor Price,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,Jaguars,2014
Chris Prosinski,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Jaguars,2014
Will Rackley,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,1,Jaguars,2014
Allen Reisner,0,0,0,0,0,1,1,1,1,1,1,1,1,1,0,0,Jaguars,2014
LaRoy Reynolds,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Jaguars,2014
Denard Robinson,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Jaguars,2014
Ace Sanders,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,Jaguars,2014
Josh Scobee,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Jaguars,2014
Cecil Shorts,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,Jaguars,2014
Nathan Stupar,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Jaguars,2014
Kerry Taylor,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Jaguars,2014
J.T. Thomas,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Jaguars,2014
Jordan Todman,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Jaguars,2014
Stephen Williams,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,Jaguars,2014
Alan Bonner,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,Texans,2014
A.J. Bouye,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Texans,2014
Bryan Braman,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Texans,2014
Brandon Brooks,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,Texans,2014
Duane Brown,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,Texans,2014
Jake Byrne,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,Texans,2014
Brian Cushing,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,Texans,2014
Owen Daniels,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,Texans,2014
Tim Dobbins,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,Texans,2014
Arian Foster,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,Texans,2014
Andrew Gardner,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,Texans,2014
Tavares Gooden,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,Texans,2014
Garrett Graham,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,Texans,2014
Ryan Griffin,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,Texans,2014
Ryan Harris,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Texans,2014
DeAndre Hopkins,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Texans,2014
Kareem Jackson,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,Texans,2014
Tim Jamison,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Texans,2014
Andre Johnson,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Texans,2014
Dennis Johnson,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,Texans,2014
Ben Jones,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Texans,2014
Greg Jones,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Texans,2014
Johnathan Joseph,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,Texans,2014
Deji Karim,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,Texans,2014
Case Keenum,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,Texans,2014
Shiloh Keo,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Texans,2014
Shane Lechler,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Texans,2014
Alec Lemon,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,Texans,2014
Elbert Mack,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,Texans,2014
Danieal Manning,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,Texans,2014
Keshawn Martin,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Texans,2014
Joe Mays,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,Texans,2014
Brice McCain,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Texans,2014
Whitney Mercilus,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Texans,2014
Earl Mitchell,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Texans,2014
Mike Mohamed,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,Texans,2014
Sam Montgomery,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Texans,2014
Chris Myers,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Texans,2014
Derek Newton,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Texans,2014
Eddie Pleasant,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Texans,2014
DeVier Posey,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,Texans,2014
David Quessenberry,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,Texans,2014
Brooks Reed,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Texans,2014
Ed Reed,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Texans,2014
Matt Schaub,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,Texans,2014
Darryl Sharpton,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Texans,2014
Brad Smelley,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,Texans,2014
Antonio Smith,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Texans,2014
Wade Smith,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Texans,2014
Jawanza Starling,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,Texans,2014
D.J. Swearinger,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Texans,2014
Jeff Tarpinian,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Texans,2014
Ben Tate,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,Texans,2014
Justin Tuggle,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Texans,2014
Josh Victorian,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Texans,2014
J.J. Watt,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Texans,2014
Brennan Williams,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,Texans,2014
Trevardo Williams,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,Texans,2014
T.J. Yates,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,Texans,2014
Akeem Ayers,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Titans,2014
Patrick Bailey,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,Titans,2014
Jackie Battle,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Titans,2014
Kenny Britt,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,Titans,2014
Zach Brown,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Titans,2014
Tommie Campbell,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,Titans,2014
Jurrell Casey,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,Titans,2014
Lavar Edwards,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Titans,2014
Moise Fokou,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,Titans,2014
Zaviar Gooden,1,1,0,0,0,1,1,0,0,1,0,0,0,0,0,0,Titans,2014
Shonn Greene,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,Titans,2014
Michael Griffin,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,Titans,2014
Sammie Lee Hill,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,Titans,2014
Justin Hunter,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Titans,2014
Chris Johnson,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Titans,2014
Quinn Johnson,0,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,Titans,2014
Brett Kern,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Titans,2014
Karl Klug,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Titans,2014
Andy Levitre,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Titans,2014
Jake Locker,0,0,0,0,1,1,0,0,0,1,1,1,1,1,1,1,Titans,2014
Marc Mariani,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,Titans,2014
Mike Martin,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Titans,2014
Derrick Morgan,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,Titans,2014
Ropati Pitoitua,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Titans,2014
Bernard Pollard,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Titans,2014
Brian Schwenke,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,Titans,2014
Coty Sensabaugh,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,Titans,2014
Craig Stevens,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,Titans,2014
David Stewart,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,Titans,2014
Robert Turner,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,Titans,2014
Alterraun Verner,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Titans,2014
Delanie Walker,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,Titans,2014
Kevin Walter,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,Titans,2014
Chance Warmack,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Titans,2014
Leon Washington,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Titans,2014
Damian Williams,0,1,0,0,0,0,0,0,0,1,1,1,1,0,0,0,Titans,2014
Blidi Wreh-Wilson,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,Titans,2014
Kendall Wright,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Titans,2014
Jahleel Addae,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Chargers,2014
Seyi Ajirotutu,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Chargers,2014
Danario Alexander,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,Chargers,2014
Keenan Allen,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Chargers,2014
Bront Bird,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Chargers,2014
Ronnie Brown,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Chargers,2014
Vincent Brown,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Chargers,2014
Donald Butler,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,Chargers,2014
Jeromey Clary,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Chargers,2014
Derek Cox,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Chargers,2014
King Dunlap,0,0,0,1,1,0,0,0,0,1,1,1,0,0,0,0,Chargers,2014
Larry English,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,Chargers,2014
Malcom Floyd,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,Chargers,2014
D.J. Fluker,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,Chargers,2014
Dwight Freeney,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,Chargers,2014
Antonio Gates,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Chargers,2014
Lawrence Guy,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Chargers,2014
Nick Hardwick,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,Chargers,2014
Mike Harris,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,Chargers,2014
Lavelle Hawkins,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,Chargers,2014
Melvin Ingram,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,Chargers,2014
Byron Jerideau,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,Chargers,2014
Jarret Johnson,0,0,0,0,0,1,1,0,1,0,1,1,0,0,0,0,Chargers,2014
Thomas Keiser,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Chargers,2014
Sean Lissemore,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Chargers,2014
Corey Liuget,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Chargers,2014
Richard Marshall,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Chargers,2014
Ryan Mathews,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Chargers,2014
Le'Ron McClain,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Chargers,2014
Jonas Mouton,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,Chargers,2014
Rich Ohrnberger,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Chargers,2014
Johnny Patrick,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,Chargers,2014
John Phillips,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,Chargers,2014
Mike Remmers,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,Chargers,2014
Chad Rinehart,0,0,0,1,1,1,0,1,1,0,0,0,0,0,0,0,Chargers,2014
Eddie Royal,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,Chargers,2014
Damik Scafe,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Chargers,2014
Stephen Schilling,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,Chargers,2014
Mike Scifres,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Chargers,2014
Darrell Stuckey,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Chargers,2014
Brandon Taylor,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,Chargers,2014
Manti Te'o,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,Chargers,2014
Eric Weddle,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Chargers,2014
Steve Williams,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,Chargers,2014
Tourek Williams,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Chargers,2014
Mike Windt,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Chargers,2014
Shareece Wright,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,Chargers,2014
David Ausberry,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,Raiders,2014
Khalif Barnes,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Raiders,2014
Tony Bergstrom,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,Raiders,2014
Tyvon Branch,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,Raiders,2014
Mike Brisiel,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,Raiders,2014
Kaelin Burnett,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Raiders,2014
Kevin Burnett,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Raiders,2014
Miles Burris,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,Raiders,2014
Eddy Carmona,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,Raiders,2014
Juron Criner,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,Raiders,2014
