Team,Home,Win,Opp,Diff,Game,Year,Week
Falcons,0,1,Titans,3,7,2016,7
Falcons,1,0,Buccaneers,-3,8,2016,8
Falcons,0,0,49ers,-1,9,2016,9
Falcons,1,0,Colts,-3,10,2016,11
Falcons,1,0,Vikings,-10,11,2016,12
Falcons,0,0,Buccaneers,-4,12,2016,13
Falcons,0,0,Panthers,-38,13,2016,14
Falcons,0,1,Jaguars,6,14,2016,15
Falcons,1,1,Panthers,7,15,2016,16
Falcons,1,0,Saints,-3,16,2016,17
Giants,0,0,Cowboys,-1,1,2016,1
Giants,1,0,Falcons,-4,2,2016,2
Giants,1,1,Redskins,11,3,2016,3
Giants,0,1,Bills,14,4,2016,4
Giants,1,1,49ers,3,5,2016,5
Giants,0,0,Eagles,-20,6,2016,6
Giants,1,1,Cowboys,7,7,2016,7
Giants,0,0,Saints,-3,8,2016,8
Giants,0,1,Buccaneers,14,9,2016,9
Giants,1,0,Patriots,-1,10,2016,10
Giants,0,0,Redskins,-6,11,2016,12
Giants,1,0,Jets,-3,12,2016,13
Giants,0,1,Dolphins,7,13,2016,14
Giants,1,0,Panthers,-3,14,2016,15
Giants,0,0,Vikings,-32,15,2016,16
Giants,1,0,Eagles,-5,16,2016,17
Jaguars,1,0,Panthers,-11,1,2016,1
Jaguars,1,1,Dolphins,3,2,2016,2
Jaguars,0,0,Patriots,-34,3,2016,3
Jaguars,0,0,Colts,-3,4,2016,4
Jaguars,0,0,Buccaneers,-7,5,2016,5
Jaguars,1,0,Texans,-11,6,2016,6
Jaguars,1,1,Bills,3,7,2016,7
Jaguars,0,0,Jets,-5,8,2016,9
Jaguars,0,1,Ravens,2,9,2016,10
Jaguars,1,1,Titans,6,10,2016,11
Jaguars,1,0,Chargers,-6,11,2016,12
Jaguars,0,0,Titans,-3,12,2016,13
Jaguars,1,1,Colts,35,13,2016,14
Jaguars,1,0,Falcons,-6,14,2016,15
Jaguars,0,0,Saints,-11,15,2016,16
Jaguars,0,0,Texans,-24,16,2016,17
Jets,1,1,Browns,21,1,2016,1
Jets,0,1,Colts,13,2,2016,2
Jets,1,0,Eagles,-7,3,2016,3
Jets,0,1,Dolphins,13,4,2016,4
Jets,1,1,Redskins,14,5,2016,6
Jets,0,0,Patriots,-7,6,2016,7
Jets,0,0,Raiders,-14,7,2016,8
Jets,1,1,Jaguars,5,8,2016,9
Jets,1,0,Bills,-5,9,2016,10
Jets,0,0,Texans,-7,10,2016,11
Jets,1,1,Dolphins,18,11,2016,12
Jets,0,1,Giants,3,12,2016,13
Jets,1,1,Titans,22,13,2016,14
Jets,0,1,Cowboys,3,14,2016,15
Jets,1,1,Patriots,6,15,2016,16
Jets,0,0,Bills,-5,16,2016,17
Lions,0,0,Chargers,-5,1,2016,1
Lions,0,0,Vikings,-10,2,2016,2
Lions,1,0,Broncos,-12,3,2016,3
Lions,0,0,Seahawks,-3,4,2016,4
Lions,1,0,Cardinals,-25,5,2016,5
Lions,1,1,Bears,3,6,2016,6
Lions,1,0,Vikings,-9,7,2016,7
Lions,0,0,Chiefs,-35,8,2016,8
Lions,0,1,Packers,2,9,2016,10
Lions,1,1,Raiders,5,10,2016,11
Lions,1,1,Eagles,31,11,2016,12
Lions,1,0,Packers,-4,12,2016,13
Lions,0,0,Rams,-7,13,2016,14
Lions,0,1,Saints,8,14,2016,15
Lions,1,1,49ers,15,15,2016,16
Lions,0,1,Bears,4,16,2016,17
Packers,0,1,Bears,8,1,2016,1
Packers,1,1,Seahawks,10,2,2016,2
Packers,1,1,Chiefs,10,3,2016,3
Packers,0,1,49ers,14,4,2016,4
Packers,1,1,Rams,14,5,2016,5
Packers,1,1,Chargers,7,6,2016,6
Packers,0,0,Broncos,-19,7,2016,8
Packers,0,0,Panthers,-8,8,2016,9
Packers,1,0,Lions,-2,9,2016,10
Packers,0,1,Vikings,17,10,2016,11
Packers,1,0,Bears,-4,11,2016,12
Packers,0,1,Lions,4,12,2016,13
Packers,1,1,Cowboys,21,13,2016,14
Packers,0,1,Raiders,10,14,2016,15
Packers,0,0,Cardinals,-30,15,2016,16
Packers,1,0,Vikings,-7,16,2016,17
Panthers,0,1,Jaguars,11,1,2016,1
Panthers,1,1,Texans,7,2,2016,2
Panthers,1,1,Saints,5,3,2016,3
Panthers,0,1,Buccaneers,14,4,2016,4
Panthers,0,1,Seahawks,4,5,2016,6
Panthers,1,1,Eagles,11,6,2016,7
Panthers,1,1,Colts,3,7,2016,8
Panthers,1,1,Packers,8,8,2016,9
Panthers,0,1,Titans,17,9,2016,10
Panthers,1,1,Redskins,28,10,2016,11
Panthers,0,1,Cowboys,19,11,2016,12
Panthers,0,1,Saints,3,12,2016,13
Panthers,1,1,Falcons,38,13,2016,14
Panthers,0,1,Giants,3,14,2016,15
Panthers,0,0,Falcons,-7,15,2016,16
Panthers,1,1,Buccaneers,28,16,2016,17
Patriots,1,1,Steelers,7,1,2016,1
Patriots,0,1,Bills,8,2,2016,2
Patriots,1,1,Jaguars,34,3,2016,3
Patriots,0,1,Cowboys,24,4,2016,5
Patriots,0,1,Colts,7,5,2016,6
Patriots,1,1,Jets,7,6,2016,7
Patriots,1,1,Dolphins,29,7,2016,8
Patriots,1,1,Redskins,17,8,2016,9
Patriots,0,1,Giants,1,9,2016,10
Patriots,1,1,Bills,7,10,2016,11
Patriots,0,0,Broncos,-6,11,2016,12
Patriots,1,0,Eagles,-7,12,2016,13
Patriots,0,1,Texans,21,13,2016,14
Patriots,1,1,Titans,17,14,2016,15
Patriots,0,0,Jets,-6,15,2016,16
Patriots,0,0,Dolphins,-10,16,2016,17
Raiders,1,0,Bengals,-20,1,2016,1
Raiders,1,1,Ravens,4,2,2016,2
Raiders,0,1,Browns,7,3,2016,3
Raiders,0,0,Bears,-2,4,2016,4
Raiders,1,0,Broncos,-6,5,2016,5
Raiders,0,1,Chargers,8,6,2016,7
Raiders,1,1,Jets,14,7,2016,8
Raiders,0,0,Steelers,-3,8,2016,9
Raiders,1,0,Vikings,-16,9,2016,10
Raiders,0,0,Lions,-5,10,2016,11
Raiders,0,1,Titans,3,11,2016,12
Raiders,1,0,Chiefs,-14,12,2016,13
Raiders,0,1,Broncos,3,13,2016,14
Raiders,1,0,Packers,-10,14,2016,15
Raiders,1,1,Chargers,3,15,2016,16
Raiders,0,0,Chiefs,-6,16,2016,17
Rams,1,1,Seahawks,3,1,2016,1
Rams,0,0,Redskins,-14,2,2016,2
Rams,1,0,Steelers,-6,3,2016,3
Rams,0,1,Cardinals,2,4,2016,4
Rams,0,0,Packers,-14,5,2016,5
Rams,1,1,Browns,18,6,2016,7
Rams,1,1,49ers,21,7,2016,8
Rams,0,0,Vikings,-3,8,2016,9
Rams,1,0,Bears,-24,9,2016,10
Rams,0,0,Ravens,-3,10,2016,11
Rams,0,0,Bengals,-24,11,2016,12
Rams,1,0,Cardinals,-24,12,2016,13
Rams,1,1,Lions,7,13,2016,14
Rams,1,1,Buccaneers,8,14,2016,15
Rams,0,1,Seahawks,6,15,2016,16
Rams,0,0,49ers,-3,16,2016,17
Ravens,0,0,Broncos,-6,1,2016,1
Ravens,0,0,Raiders,-4,2,2016,2
Ravens,1,0,Bengals,-4,3,2016,3
Ravens,0,1,Steelers,3,4,2016,4
Ravens,1,0,Browns,-3,5,2016,5
Ravens,0,0,49ers,-5,6,2016,6
Ravens,0,0,Cardinals,-8,7,2016,7
Ravens,1,1,Chargers,3,8,2016,8
Ravens,1,0,Jaguars,-2,9,2016,10
Ravens,1,1,Rams,3,10,2016,11
Ravens,0,1,Browns,6,11,2016,12
Ravens,0,0,Dolphins,-2,12,2016,13
Ravens,1,0,Seahawks,-29,13,2016,14
Ravens,1,0,Chiefs,-20,14,2016,15
Ravens,1,1,Steelers,3,15,2016,16
Ravens,0,0,Bengals,-8,16,2016,17
Redskins,1,0,Dolphins,-7,1,2016,1
Redskins,1,1,Rams,14,2,2016,2
Redskins,0,0,Giants,-11,3,2016,3
Redskins,1,1,Eagles,3,4,2016,4
Redskins,0,0,Falcons,-6,5,2016,5
Redskins,0,0,Jets,-14,6,2016,6
Redskins,1,1,Buccaneers,1,7,2016,7
Redskins,0,0,Patriots,-17,8,2016,9
Redskins,1,1,Saints,33,9,2016,10
Redskins,0,0,Panthers,-28,10,2016,11
Redskins,1,1,Giants,6,11,2016,12
Redskins,1,0,Cowboys,-3,12,2016,13
Redskins,0,1,Bears,3,13,2016,14
Redskins,1,1,Bills,10,14,2016,15
Redskins,0,1,Eagles,14,15,2016,16
Redskins,0,1,Cowboys,11,16,2016,17
Saints,0,0,Cardinals,-12,1,2016,1
Saints,1,0,Buccaneers,-7,2,2016,2
Saints,0,0,Panthers,-5,3,2016,3
Saints,1,1,Cowboys,6,4,2016,4
Saints,0,0,Eagles,-22,5,2016,5
Saints,1,1,Falcons,10,6,2016,6
Saints,0,1,Colts,6,7,2016,7
Saints,1,1,Giants,3,8,2016,8
Saints,1,0,Titans,-6,9,2016,9
Saints,0,0,Redskins,-33,10,2016,10
Saints,0,0,Texans,-18,11,2016,12
Saints,1,0,Panthers,-3,12,2016,13
Saints,0,1,Buccaneers,7,13,2016,14
Saints,1,0,Lions,-8,14,2016,15
Saints,1,1,Jaguars,11,15,2016,16
Saints,0,1,Falcons,3,16,2016,17
Seahawks,0,0,Rams,-3,1,2016,1
Seahawks,0,0,Packers,-10,2,2016,2
Seahawks,1,1,Bears,26,3,2016,3
Seahawks,1,1,Lions,3,4,2016,4
Seahawks,0,0,Bengals,-3,5,2016,5
Seahawks,1,0,Panthers,-4,6,2016,6
Seahawks,0,1,49ers,17,7,2016,7
Seahawks,0,1,Cowboys,1,8,2016,8
Seahawks,1,0,Cardinals,-7,9,2016,10
Seahawks,1,1,49ers,16,10,2016,11
Seahawks,1,1,Steelers,9,11,2016,12
Seahawks,0,1,Vikings,31,12,2016,13
Seahawks,0,1,Ravens,29,13,2016,14
Seahawks,1,1,Browns,17,14,2016,15
Seahawks,1,0,Rams,-6,15,2016,16
Seahawks,0,1,Cardinals,30,16,2016,17
Steelers,0,0,Patriots,-7,1,2016,1
Steelers,1,1,49ers,25,2,2016,2
Steelers,0,1,Rams,6,3,2016,3
Steelers,1,0,Ravens,-3,4,2016,4
Steelers,0,1,Chargers,4,5,2016,5
Steelers,1,1,Cardinals,12,6,2016,6
Steelers,0,0,Chiefs,-10,7,2016,7
Steelers,1,0,Bengals,-6,8,2016,8
Steelers,1,1,Raiders,3,9,2016,9
Steelers,1,1,Browns,21,10,2016,10
Steelers,0,0,Seahawks,-9,11,2016,12
Steelers,1,1,Colts,35,12,2016,13
Steelers,0,1,Bengals,13,13,2016,14
Steelers,1,1,Broncos,7,14,2016,15
Steelers,0,0,Ravens,-3,15,2016,16
Steelers,0,1,Browns,16,16,2016,17
Texans,1,0,Chiefs,-7,1,2016,1
Texans,0,0,Panthers,-7,2,2016,2
Texans,1,1,Buccaneers,10,3,2016,3
Texans,0,0,Falcons,-27,4,2016,4
Texans,1,0,Colts,-7,5,2016,5
Texans,0,1,Jaguars,11,6,2016,6
Texans,0,0,Dolphins,-18,7,2016,7
Texans,1,1,Titans,14,8,2016,8
Texans,0,1,Bengals,4,9,2016,10
Texans,1,1,Jets,7,10,2016,11
Texans,1,1,Saints,18,11,2016,12
Texans,0,0,Bills,-9,12,2016,13
Texans,1,0,Patriots,-21,13,2016,14
Texans,0,1,Colts,6,14,2016,15
Texans,0,1,Titans,28,15,2016,16
Texans,1,1,Jaguars,24,16,2016,17
Titans,0,1,Buccaneers,28,1,2016,1
Titans,0,0,Browns,-14,2,2016,2
Titans,1,0,Colts,-2,3,2016,3
Titans,1,0,Bills,-1,4,2016,5
Titans,1,0,Dolphins,-28,5,2016,6
Titans,1,0,Falcons,-3,6,2016,7
Titans,0,0,Texans,-14,7,2016,8
Titans,0,1,Saints,6,8,2016,9
Titans,1,0,Panthers,-17,9,2016,10
Titans,0,0,Jaguars,-6,10,2016,11
Titans,1,0,Raiders,-3,11,2016,12
Titans,1,1,Jaguars,3,12,2016,13
Titans,0,0,Jets,-22,13,2016,14
Titans,0,0,Patriots,-17,14,2016,15
Titans,1,0,Texans,-28,15,2016,16
Titans,0,0,Colts,-6,16,2016,17
Vikings,0,0,49ers,-17,1,2016,1
Vikings,1,1,Lions,10,2,2016,2
Vikings,1,1,Chargers,17,3,2016,3
Vikings,0,0,Broncos,-3,4,2016,4
Vikings,1,1,Chiefs,6,5,2016,6
Vikings,0,1,Lions,9,6,2016,7
Vikings,0,1,Bears,3,7,2016,8
Vikings,1,1,Rams,3,8,2016,9
Vikings,0,1,Raiders,16,9,2016,10
Vikings,1,0,Packers,-17,10,2016,11
Vikings,0,1,Falcons,10,11,2016,12
Vikings,1,0,Seahawks,-31,12,2016,13
Vikings,0,0,Cardinals,-3,13,2016,14
Vikings,1,1,Bears,21,14,2016,15
Vikings,1,1,Giants,32,15,2016,16
Vikings,0,1,Packers,7,16,2016,17
49ers,0,1,Cowboys,11,1,2015,1
49ers,1,0,Bears,-8,2,2015,2
49ers,0,0,Cardinals,-9,3,2015,3
49ers,1,1,Eagles,5,4,2015,4
49ers,1,1,Chiefs,5,5,2015,5
49ers,0,1,Rams,14,6,2015,6
49ers,0,0,Broncos,-25,7,2015,7
49ers,1,0,Rams,-3,8,2015,9
49ers,0,1,Saints,3,9,2015,10
49ers,0,1,Giants,6,10,2015,11
49ers,1,1,Redskins,4,11,2015,12
49ers,1,0,Seahawks,-16,12,2015,13
49ers,0,0,Raiders,-11,13,2015,14
49ers,0,0,Seahawks,-10,14,2015,15
49ers,1,0,Chargers,-3,15,2015,16
49ers,1,1,Cardinals,3,16,2015,17
Bears,1,0,Bills,-3,1,2015,1
Bears,0,1,49ers,8,2,2015,2
Bears,0,1,Jets,8,3,2015,3
Bears,1,0,Packers,-21,4,2015,4
Bears,0,0,Panthers,-7,5,2015,5
Bears,0,1,Falcons,14,6,2015,6
Bears,1,0,Dolphins,-13,7,2015,7
Bears,0,0,Patriots,-28,8,2015,8
Bears,0,0,Packers,-41,9,2015,10
Bears,1,1,Vikings,8,10,2015,11
Bears,1,1,Buccaneers,8,11,2015,12
Bears,0,0,Lions,-17,12,2015,13
Bears,1,0,Cowboys,-13,13,2015,14
Bears,1,0,Saints,-16,14,2015,15
Bears,1,0,Lions,-6,15,2015,16
Bears,0,0,Vikings,-4,16,2015,17
Bengals,0,1,Ravens,7,1,2015,1
Bengals,1,1,Falcons,14,2,2015,2
Bengals,1,1,Titans,26,3,2015,3
Bengals,0,0,Patriots,-26,4,2015,5
Bengals,1,0.5,Panthers,0,5,2015,6
Bengals,0,0,Colts,-27,6,2015,7
Bengals,1,1,Ravens,3,7,2015,8
Bengals,1,1,Jaguars,10,8,2015,9
Bengals,1,0,Browns,-21,9,2015,10
Bengals,0,1,Saints,17,10,2015,11
Bengals,0,1,Texans,9,11,2015,12
Bengals,0,1,Buccaneers,1,12,2015,13
Bengals,1,0,Steelers,-21,13,2015,14
Bengals,0,1,Browns,30,14,2015,15
Bengals,1,1,Broncos,9,15,2015,16
Bengals,0,0,Steelers,-10,16,2015,17
Bills,0,1,Bears,3,1,2015,1
Bills,1,1,Dolphins,19,2,2015,2
Bills,1,0,Chargers,-12,3,2015,3
Bills,0,0,Texans,-6,4,2015,4
Bills,0,1,Lions,3,5,2015,5
Bills,1,0,Patriots,-15,6,2015,6
Bills,1,1,Vikings,1,7,2015,7
Bills,0,1,Jets,20,8,2015,8
Bills,1,0,Chiefs,-4,9,2015,10
Bills,0,0,Dolphins,-13,10,2015,11
Bills,1,1,Jets,35,11,2015,12
Bills,1,1,Browns,16,12,2015,13
Bills,0,0,Broncos,-7,13,2015,14
Bills,1,1,Packers,8,14,2015,15
Bills,0,0,Raiders,-2,15,2015,16
Bills,0,1,Patriots,8,16,2015,17
Broncos,1,1,Colts,7,1,2015,1
Broncos,1,1,Chiefs,7,2,2015,2
Broncos,0,0,Seahawks,-6,3,2015,3
Broncos,1,1,Cardinals,21,4,2015,5
Broncos,0,1,Jets,14,5,2015,6
Broncos,1,1,49ers,25,6,2015,7
Broncos,1,1,Chargers,14,7,2015,8
Broncos,0,0,Patriots,-22,8,2015,9
Broncos,0,1,Raiders,24,9,2015,10
Broncos,0,0,Rams,-15,10,2015,11
Broncos,1,1,Dolphins,3,11,2015,12
Broncos,0,1,Chiefs,13,12,2015,13
Broncos,1,1,Bills,7,13,2015,14
Broncos,0,1,Chargers,12,14,2015,15
Broncos,0,0,Bengals,-9,15,2015,16
Broncos,1,1,Raiders,33,16,2015,17
Browns,0,0,Steelers,-3,1,2015,1
Browns,1,1,Saints,2,2,2015,2
Browns,1,0,Ravens,-2,3,2015,3
Browns,0,1,Titans,1,4,2015,5
Browns,1,1,Steelers,21,5,2015,6
Browns,0,0,Jaguars,-18,6,2015,7
Browns,1,1,Raiders,10,7,2015,8
Browns,1,1,Buccaneers,5,8,2015,9
Browns,0,1,Bengals,21,9,2015,10
Browns,1,0,Texans,-16,10,2015,11
Browns,0,1,Falcons,2,11,2015,12
Browns,0,0,Bills,-16,12,2015,13
Browns,1,0,Colts,-1,13,2015,14
Browns,1,0,Bengals,-30,14,2015,15
Browns,0,0,Panthers,-4,15,2015,16
Browns,0,0,Ravens,-10,16,2015,17
Buccaneers,1,0,Panthers,-6,1,2015,1
Buccaneers,1,0,Rams,-2,2,2015,2
Buccaneers,0,0,Falcons,-42,3,2015,3
Buccaneers,0,1,Steelers,3,4,2015,4
Buccaneers,0,0,Saints,-6,5,2015,5
Buccaneers,1,0,Ravens,-31,6,2015,6
Buccaneers,1,0,Vikings,-6,7,2015,8
Buccaneers,0,0,Browns,-5,8,2015,9
Buccaneers,1,0,Falcons,-10,9,2015,10
Buccaneers,0,1,Redskins,20,10,2015,11
Buccaneers,0,0,Bears,-8,11,2015,12
Buccaneers,1,0,Bengals,-1,12,2015,13
Buccaneers,0,0,Lions,-17,13,2015,14
Buccaneers,0,0,Panthers,-2,14,2015,15
Buccaneers,1,0,Packers,-17,15,2015,16
Buccaneers,1,0,Saints,-3,16,2015,17
Cardinals,1,1,Chargers,1,1,2015,1
Cardinals,0,1,Giants,11,2,2015,2
Cardinals,1,1,49ers,9,3,2015,3
Cardinals,0,0,Broncos,-21,4,2015,5
Cardinals,1,1,Redskins,10,5,2015,6
Cardinals,0,1,Raiders,11,6,2015,7
Cardinals,1,1,Eagles,4,7,2015,8
Cardinals,0,1,Cowboys,11,8,2015,9
Cardinals,1,1,Rams,17,9,2015,10
Cardinals,1,1,Lions,8,10,2015,11
Cardinals,0,0,Seahawks,-16,11,2015,12
Cardinals,0,0,Falcons,-11,12,2015,13
Cardinals,1,1,Chiefs,3,13,2015,14
Cardinals,0,1,Rams,6,14,2015,15
Cardinals,1,0,Seahawks,-29,15,2015,16
Cardinals,0,0,49ers,-3,16,2015,17
Chargers,0,0,Cardinals,-1,1,2015,1
Chargers,1,1,Seahawks,9,2,2015,2
Chargers,0,1,Bills,12,3,2015,3
Chargers,1,1,Jaguars,19,4,2015,4
Chargers,1,1,Jets,31,5,2015,5
Chargers,0,1,Raiders,3,6,2015,6
Chargers,1,0,Chiefs,-3,7,2015,7
Chargers,0,0,Broncos,-14,8,2015,8
Chargers,0,0,Dolphins,-37,9,2015,9
Chargers,1,1,Raiders,7,10,2015,11
Chargers,1,1,Rams,3,11,2015,12
Chargers,0,1,Ravens,1,12,2015,13
Chargers,1,0,Patriots,-9,13,2015,14
Chargers,1,0,Broncos,-12,14,2015,15
Chargers,0,1,49ers,3,15,2015,16
Chargers,0,0,Chiefs,-12,16,2015,17
Chiefs,1,0,Titans,-16,1,2015,1
Chiefs,0,0,Broncos,-7,2,2015,2
Chiefs,0,1,Dolphins,19,3,2015,3
Chiefs,1,1,Patriots,27,4,2015,4
Chiefs,0,0,49ers,-5,5,2015,5
Chiefs,0,1,Chargers,3,6,2015,7
Chiefs,1,1,Rams,27,7,2015,8
Chiefs,1,1,Jets,14,8,2015,9
Chiefs,0,1,Bills,4,9,2015,10
Chiefs,1,1,Seahawks,4,10,2015,11
Chiefs,0,0,Raiders,-4,11,2015,12
Chiefs,1,0,Broncos,-13,12,2015,13
Chiefs,0,0,Cardinals,-3,13,2015,14
Chiefs,1,1,Raiders,18,14,2015,15
Chiefs,0,0,Steelers,-8,15,2015,16
Chiefs,1,1,Chargers,12,16,2015,17
Colts,0,0,Broncos,-7,1,2015,1
Colts,1,0,Eagles,-3,2,2015,2
Colts,0,1,Jaguars,27,3,2015,3
Colts,1,1,Titans,24,4,2015,4
Colts,1,1,Ravens,7,5,2015,5
Colts,0,1,Texans,5,6,2015,6
Colts,1,1,Bengals,27,7,2015,7
Colts,0,0,Steelers,-17,8,2015,8
Colts,0,1,Giants,16,9,2015,9
Colts,1,0,Patriots,-22,10,2015,11
Colts,1,1,Jaguars,20,11,2015,12
Colts,1,1,Redskins,22,12,2015,13
Colts,0,1,Browns,1,13,2015,14
Colts,1,1,Texans,7,14,2015,15
Colts,0,0,Cowboys,-35,15,2015,16
Colts,0,1,Titans,17,16,2015,17
Cowboys,1,0,49ers,-11,1,2015,1
Cowboys,0,1,Titans,16,2,2015,2
Cowboys,0,1,Rams,3,3,2015,3
Cowboys,1,1,Saints,21,4,2015,4
Cowboys,1,1,Texans,3,5,2015,5
Cowboys,0,1,Seahawks,7,6,2015,6
Cowboys,1,1,Giants,10,7,2015,7
Cowboys,1,0,Redskins,-3,8,2015,8
Cowboys,1,0,Cardinals,-11,9,2015,9
Cowboys,0,1,Jaguars,14,10,2015,10
Cowboys,0,1,Giants,3,11,2015,12
Cowboys,1,0,Eagles,-23,12,2015,13
Cowboys,0,1,Bears,13,13,2015,14
Cowboys,0,1,Eagles,11,14,2015,15
Cowboys,1,1,Colts,35,15,2015,16
Cowboys,0,1,Redskins,27,16,2015,17
Dolphins,1,1,Patriots,13,1,2015,1
Dolphins,0,0,Bills,-19,2,2015,2
Dolphins,1,0,Chiefs,-19,3,2015,3
Dolphins,0,1,Raiders,24,4,2015,4
Dolphins,1,0,Packers,-3,5,2015,6
Dolphins,0,1,Bears,13,6,2015,7
Dolphins,0,1,Jaguars,14,7,2015,8
Dolphins,1,1,Chargers,37,8,2015,9
Dolphins,0,0,Lions,-4,9,2015,10
Dolphins,1,1,Bills,13,10,2015,11
Dolphins,0,0,Broncos,-3,11,2015,12
Dolphins,0,1,Jets,3,12,2015,13
Dolphins,1,0,Ravens,-15,13,2015,14
Dolphins,0,0,Patriots,-28,14,2015,15
Dolphins,1,1,Vikings,2,15,2015,16
Dolphins,1,0,Jets,-13,16,2015,17
Eagles,1,1,Jaguars,17,1,2015,1
Eagles,0,1,Colts,3,2,2015,2
Eagles,1,1,Redskins,3,3,2015,3
Eagles,0,0,49ers,-5,4,2015,4
Eagles,1,1,Rams,6,5,2015,5
Eagles,1,1,Giants,27,6,2015,6
Eagles,0,0,Cardinals,-4,7,2015,8
Eagles,0,1,Texans,10,8,2015,9
Eagles,1,1,Panthers,24,9,2015,10
Eagles,0,0,Packers,-33,10,2015,11
Eagles,1,1,Titans,19,11,2015,12
Eagles,0,1,Cowboys,23,12,2015,13
Eagles,1,0,Seahawks,-10,13,2015,14
Eagles,1,0,Cowboys,-11,14,2015,15
Eagles,0,0,Redskins,-3,15,2015,16
Eagles,0,1,Giants,8,16,2015,17
Falcons,1,1,Saints,3,1,2015,1
Falcons,0,0,Bengals,-14,2,2015,2
Falcons,1,1,Buccaneers,42,3,2015,3
Falcons,0,0,Vikings,-13,4,2015,4
Falcons,0,0,Giants,-10,5,2015,5
Falcons,1,0,Bears,-14,6,2015,6
Falcons,0,0,Ravens,-22,7,2015,7
Falcons,1,0,Lions,-1,8,2015,8
Falcons,0,1,Buccaneers,10,9,2015,10
Falcons,0,1,Panthers,2,10,2015,11
Falcons,1,0,Browns,-2,11,2015,12
Falcons,1,1,Cardinals,11,12,2015,13
Falcons,0,0,Packers,-6,13,2015,14
Falcons,1,0,Steelers,-7,14,2015,15
Falcons,0,1,Saints,16,15,2015,16
Falcons,1,0,Panthers,-31,16,2015,17
Giants,0,0,Lions,-21,1,2015,1
Giants,1,0,Cardinals,-11,2,2015,2
Giants,1,1,Texans,13,3,2015,3
Giants,0,1,Redskins,31,4,2015,4
Giants,1,1,Falcons,10,5,2015,5
Giants,0,0,Eagles,-27,6,2015,6
Giants,0,0,Cowboys,-10,7,2015,7
Giants,1,0,Colts,-16,8,2015,9
Giants,0,0,Seahawks,-21,9,2015,10
Giants,1,0,49ers,-6,10,2015,11
Giants,1,0,Cowboys,-3,11,2015,12
Giants,0,0,Jaguars,-1,12,2015,13
Giants,0,1,Titans,29,13,2015,14
Giants,1,1,Redskins,11,14,2015,15
Giants,0,1,Rams,10,15,2015,16
Giants,1,0,Eagles,-8,16,2015,17
Jaguars,0,0,Eagles,-17,1,2015,1
Jaguars,0,0,Redskins,-31,2,2015,2
Jaguars,1,0,Colts,-27,3,2015,3
Jaguars,0,0,Chargers,-19,4,2015,4
Jaguars,1,0,Steelers,-8,5,2015,5
Jaguars,0,0,Titans,-2,6,2015,6
Jaguars,1,1,Browns,18,7,2015,7
Jaguars,1,0,Dolphins,-14,8,2015,8
Jaguars,0,0,Bengals,-10,9,2015,9
Jaguars,1,0,Cowboys,-14,10,2015,10
Jaguars,0,0,Colts,-20,11,2015,12
Jaguars,1,1,Giants,1,12,2015,13
Jaguars,1,0,Texans,-14,13,2015,14
Jaguars,0,0,Ravens,-8,14,2015,15
Jaguars,1,1,Titans,8,15,2015,16
Jaguars,0,0,Texans,-6,16,2015,17
Jets,1,1,Raiders,5,1,2015,1
Jets,0,0,Packers,-7,2,2015,2
Jets,1,0,Bears,-8,3,2015,3
Jets,1,0,Lions,-7,4,2015,4
Jets,0,0,Chargers,-31,5,2015,5
Jets,1,0,Broncos,-14,6,2015,6
Jets,0,0,Patriots,-2,7,2015,7
Jets,1,0,Bills,-20,8,2015,8
Jets,0,0,Chiefs,-14,9,2015,9
Jets,1,1,Steelers,7,10,2015,10
Jets,0,0,Bills,-35,11,2015,12
Jets,1,0,Dolphins,-3,12,2015,13
Jets,0,0,Vikings,-6,13,2015,14
Jets,0,1,Titans,5,14,2015,15
Jets,1,0,Patriots,-1,15,2015,16
Jets,0,1,Dolphins,13,16,2015,17
Lions,1,1,Giants,21,1,2015,1
Lions,0,0,Panthers,-17,2,2015,2
Lions,1,1,Packers,12,3,2015,3
Lions,0,1,Jets,7,4,2015,4
Lions,1,0,Bills,-3,5,2015,5
Lions,0,1,Vikings,14,6,2015,6
Lions,1,1,Saints,1,7,2015,7
Lions,0,1,Falcons,1,8,2015,8
Lions,1,1,Dolphins,4,9,2015,10
Lions,0,0,Cardinals,-8,10,2015,11
Lions,0,0,Patriots,-25,11,2015,12
Lions,1,1,Bears,17,12,2015,13
Lions,1,1,Buccaneers,17,13,2015,14
Lions,1,1,Vikings,2,14,2015,15
Lions,0,1,Bears,6,15,2015,16
Lions,0,0,Packers,-10,16,2015,17
Packers,0,0,Seahawks,-20,1,2015,1
Packers,1,1,Jets,7,2,2015,2
Packers,0,0,Lions,-12,3,2015,3
Packers,0,1,Bears,21,4,2015,4
Packers,1,1,Vikings,32,5,2015,5
Packers,0,1,Dolphins,3,6,2015,6
Packers,1,1,Panthers,21,7,2015,7
Packers,0,0,Saints,-21,8,2015,8
Packers,1,1,Bears,41,9,2015,10
Packers,1,1,Eagles,33,10,2015,11
Packers,0,1,Vikings,3,11,2015,12
Packers,1,1,Patriots,5,12,2015,13
Packers,1,1,Falcons,6,13,2015,14
Packers,0,0,Bills,-8,14,2015,15
Packers,0,1,Buccaneers,17,15,2015,16
Packers,1,1,Lions,10,16,2015,17
Panthers,0,1,Buccaneers,6,1,2015,1
Panthers,1,1,Lions,17,2,2015,2
